DATE,PLANT,PARTNER,MATERIAL,VALUE,
04.03.2021,1118,3285000,BT00001,32,
04.03.2021,1118,3285000,BT00001,16,
04.03.2021,1118,3285000,BT00001,32,
04.03.2021,1118,3285000,BT00001,64,
04.03.2021,1118,3285000,BT00001,48,
04.03.2021,1118,3285000,BT00001,32,
04.03.2021,1118,3285000,BT00002,32,
04.03.2021,1118,3285000,BT00002,14,
04.03.2021,1118,3285000,BT00002,14,
04.03.2021,1118,3285000,BT00003,24,
04.03.2021,1118,3285000,BT00003,12,
04.03.2021,1118,3285000,BT00003,12,
04.03.2021,1116,3295500,BT00003,12,
04.03.2021,1120,3306100,BT00001,1,
04.03.2021,1118,3325156,BT00001,16,
04.03.2021,1118,3325156,BT00001,32,
04.03.2021,1118,3325156,BT00001,16,
04.03.2021,1118,3325156,BT00001,32,
04.03.2021,1120,3325156,BT00001,16,
04.03.2021,1120,3325156,BT00001,2,
04.03.2021,1120,3325156,BT00001,4,
04.03.2021,1120,3325156,BT00001,16,
04.03.2021,1116,21000896,BT00001,16,
04.03.2021,1116,21000896,BT00001,16,
04.03.2021,1116,21000896,BT00001,16,
04.03.2021,1116,21000896,BT00001,48,
04.03.2021,1116,21000896,BT00001,16,
04.03.2021,1116,21000896,BT00002,32,
04.03.2021,1116,21000953,BT00002,48,
04.03.2021,1116,21000953,BT00002,66,
04.03.2021,1117,21001061,BT00001,16,
04.03.2021,1117,21001061,BT00001,8,
04.03.2021,1117,21001061,BT00001,16,
04.03.2021,1117,21001061,BT00001,16,
04.03.2021,1117,21001061,BT00001,32,
04.03.2021,1117,21001061,BT00001,16,
04.03.2021,1112,21001061,BT00002,32,
04.03.2021,1112,21001061,BT00002,8,
04.03.2021,1117,21001061,BT00002,8,
04.03.2021,1117,21001061,BT00007,16,
04.03.2021,1125,21001851,BT00001,4,
04.03.2021,1125,21001851,BT00001,7,
04.03.2021,1125,21001851,BT00001,29,
04.03.2021,1120,21001851,BT00002,2,
04.03.2021,1125,21002477,BT00002,7,
04.03.2021,1120,21002552,BT00001,16,
04.03.2021,1120,21002552,BT00001,16,
04.03.2021,1120,21002552,BT00001,78,
04.03.2021,1120,21002552,BT00001,64,
04.03.2021,1120,21002552,BT00001,112,
04.03.2021,1120,21002552,BT00001,80,
04.03.2021,1120,21002552,BT00001,96,
04.03.2021,1119,21002552,BT00002,128,
04.03.2021,1119,21002552,BT00002,32,
04.03.2021,1119,21002552,BT00002,96,
04.03.2021,1119,21002552,BT00002,64,
04.03.2021,1123,21002552,BT00002,8,
04.03.2021,1123,21002552,BT00002,8,
04.03.2021,1123,21002552,BT00002,8,
04.03.2021,1123,21002552,BT00002,16,
04.03.2021,1115,21002552,BT00003,12,
04.03.2021,1115,21002552,BT00003,12,
04.03.2021,1115,21002552,BT00003,12,
04.03.2021,1115,21002601,BT00002,4,
04.03.2021,1115,21002601,BT00002,6,
04.03.2021,1115,21002601,BT00002,1,
04.03.2021,1117,21002616,BT00002,32,
04.03.2021,1115,21002897,BT00002,5,
04.03.2021,1115,21002897,BT00002,5,
04.03.2021,1115,21002897,BT00002,1,
04.03.2021,1115,21003044,BT00007,4,
04.03.2021,1115,21003044,BT00007,12,
04.03.2021,1115,21003044,BT00007,3,
04.03.2021,1115,21003044,BT00007,8,
04.03.2021,1115,21003044,BT00007,8,
04.03.2021,1117,21003091,BT00002,48,
04.03.2021,1117,21003091,BT00002,32,
04.03.2021,1115,21003127,BT00003,8,
04.03.2021,1123,21003853,BT00007,2,
04.03.2021,1118,21003989,BT00001,4,
04.03.2021,1118,21003989,BT00001,2,
04.03.2021,1118,21003989,BT00001,4,
04.03.2021,1118,21003989,BT00001,16,
04.03.2021,1118,21003989,BT00001,16,
04.03.2021,1118,21003989,BT00001,32,
04.03.2021,1119,21004241,BT00002,1,
04.03.2021,1119,21004241,BT00002,15,
04.03.2021,1119,21004378,BT00001,32,
04.03.2021,1120,21004378,BT00001,32,
04.03.2021,1124,21004378,BT00001,144,
04.03.2021,1125,21004378,BT00001,16,
04.03.2021,1125,21004378,BT00001,8,
04.03.2021,1125,21004378,BT00001,64,
04.03.2021,1125,21004378,BT00001,32,
04.03.2021,1114,21004378,BT00002,256,
04.03.2021,1114,21004378,BT00002,32,
04.03.2021,1125,21004378,BT00002,24,
04.03.2021,1116,21004378,BT00003,8,
04.03.2021,1120,21004378,BT00003,38,
04.03.2021,1124,21004378,BT00003,24,
04.03.2021,1125,21004378,BT00003,4,
04.03.2021,1125,21004378,BT00003,4,
04.03.2021,1125,21004378,BT00003,8,
04.03.2021,1125,21004378,BT00003,4,
04.03.2021,1125,21004378,BT00003,1,
04.03.2021,1125,21004378,BT00006,63,
04.03.2021,1114,21004378,BT00007,1,
04.03.2021,1116,21004378,BT00007,16,
04.03.2021,1125,21004378,BT00007,4,
04.03.2021,1125,21004378,BT00007,12,
04.03.2021,1120,21004814,BT00002,8,
04.03.2021,1120,21004814,BT00002,8,
04.03.2021,1112,21006256,BT00001,16,
04.03.2021,1112,21006256,BT00007,32,
04.03.2021,1112,21006256,BT00007,32,
04.03.2021,1113,21006306,BT00002,120,
04.03.2021,1113,21006306,BT00002,24,
04.03.2021,1116,21006759,BT00001,96,
04.03.2021,1116,21006759,BT00001,32,
04.03.2021,1119,21006759,BT00001,16,
04.03.2021,1119,21006759,BT00001,160,
04.03.2021,1124,21006759,BT00001,64,
04.03.2021,1124,21006759,BT00001,160,
04.03.2021,1116,21006759,BT00003,12,
04.03.2021,1124,21006759,BT00003,48,
04.03.2021,1119,21006759,BT00004,32,
04.03.2021,1112,21009805,BT00002,8,
04.03.2021,1112,21009805,BT00002,4,
04.03.2021,1112,21009805,BT00002,4,
04.03.2021,1115,21009916,BT00001,16,
04.03.2021,1115,21009916,BT00001,71,
04.03.2021,1122,21009916,BT00001,32,
04.03.2021,1122,21009916,BT00001,16,
04.03.2021,1114,21009916,BT00002,32,
04.03.2021,1115,21009916,BT00004,16,
04.03.2021,1119,21011609,BT00001,16,
04.03.2021,1124,21013182,BT00002,32,
04.03.2021,1125,21013287,BT00001,1,
04.03.2021,1125,21013287,BT00001,35,
04.03.2021,1125,21013287,BT00001,1,
04.03.2021,1125,21013287,BT00001,1,
04.03.2021,1118,21013471,BT00002,1,
04.03.2021,1118,21013471,BT00002,1,
04.03.2021,1118,21013471,BT00006,18,
04.03.2021,1118,21013471,BT00006,1,
04.03.2021,1118,21013471,BT00006,6,
04.03.2021,1118,21013471,BT00006,4,
04.03.2021,1118,21013471,BT00006,3,
04.03.2021,1118,21013471,BT00006,2,
04.03.2021,1120,21013987,BT00001,16,
04.03.2021,1124,21013987,BT00001,48,
04.03.2021,1120,21013987,BT00002,48,
04.03.2021,1120,21013987,BT00002,8,
04.03.2021,1124,21013998,BT00001,96,
04.03.2021,1124,21013998,BT00006,18,
04.03.2021,1115,21014375,BT00001,1,
04.03.2021,1115,21014375,BT00001,3,
04.03.2021,1115,21014428,BT00001,8,
04.03.2021,1115,21014428,BT00001,16,
04.03.2021,1115,21014428,BT00001,8,
04.03.2021,1115,21014428,BT00001,-8,
04.03.2021,1115,21014428,BT00002,1,
04.03.2021,1115,21014428,BT00002,1,
04.03.2021,1115,21014428,BT00007,16,
04.03.2021,1115,21014428,BT00007,16,
04.03.2021,1116,21014820,BT00004,10,
04.03.2021,1125,21015023,BT00002,88,
04.03.2021,1112,21015707,BT00001,4,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,32,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,48,
04.03.2021,1118,21017353,BT00001,48,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,64,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,8,
04.03.2021,1118,21017353,BT00001,32,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,32,
04.03.2021,1118,21017353,BT00001,32,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,12,
04.03.2021,1118,21017353,BT00001,8,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,32,
04.03.2021,1118,21017353,BT00001,2,
04.03.2021,1118,21017353,BT00001,4,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00001,16,
04.03.2021,1118,21017353,BT00002,2,
04.03.2021,1118,21017353,BT00002,2,
04.03.2021,1118,21017353,BT00002,2,
04.03.2021,1118,21017353,BT00002,1,
04.03.2021,1118,21017353,BT00002,2,
04.03.2021,1118,21017353,BT00002,9,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,24,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,24,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,24,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,24,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,36,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00003,12,
04.03.2021,1118,21017353,BT00006,9,
04.03.2021,1118,21017353,BT00006,9,
04.03.2021,1118,21017353,BT00006,18,
04.03.2021,1118,21017353,BT00006,18,
04.03.2021,1118,21017353,BT00006,18,
04.03.2021,1118,21017353,BT00006,18,
04.03.2021,1118,21017353,BT00006,36,
04.03.2021,1118,21017353,BT00006,9,
04.03.2021,1118,21017353,BT00006,36,
04.03.2021,1118,21017353,BT00006,36,
04.03.2021,1118,21017353,BT00006,9,
04.03.2021,1118,21017353,BT00006,18,
04.03.2021,1118,21017353,BT00006,18,
04.03.2021,1118,21017353,BT00006,18,
04.03.2021,1118,21017353,BT00006,18,
04.03.2021,1116,21018245,BT00002,32,
04.03.2021,1116,21018245,BT00002,32,
04.03.2021,1116,21018245,BT00002,32,
04.03.2021,1116,21018245,BT00002,64,
04.03.2021,1116,21018245,BT00002,32,
04.03.2021,1116,21018245,BT00007,16,
04.03.2021,1114,21019400,BT00003,-12,
04.03.2021,1114,21019400,BT00003,-12,
04.03.2021,1114,21019400,BT00001,48,
04.03.2021,1114,21019400,BT00001,48,
04.03.2021,1116,21019775,BT00002,8,
04.03.2021,1116,21019775,BT00002,1,
04.03.2021,1116,21019775,BT00002,2,
04.03.2021,1116,21019775,BT00007,28,
04.03.2021,1114,21020347,BT00003,48,
04.03.2021,1114,21020415,BT00001,-16,
04.03.2021,1114,21020415,BT00003,-156,
04.03.2021,1114,21020415,BT00001,32,
04.03.2021,1114,21020415,BT00003,36,
04.03.2021,1114,21020415,BT00003,36,
04.03.2021,1114,21020415,BT00003,36,
04.03.2021,1114,21020415,BT00003,36,
04.03.2021,1114,21020415,BT00007,15,
04.03.2021,1114,21020415,BT00007,8,
04.03.2021,1114,21020415,BT00007,6,
04.03.2021,1114,21020415,BT00007,48,
04.03.2021,1114,21020740,BT00001,176,
04.03.2021,1114,21020740,BT00001,80,
04.03.2021,1114,21020740,BT00001,256,
04.03.2021,1116,21020740,BT00001,16,
04.03.2021,1124,21020740,BT00001,160,
04.03.2021,1115,21020740,BT00003,36,
04.03.2021,1116,21020740,BT00003,12,
04.03.2021,1112,21021235,BT00001,8,
04.03.2021,1120,21021235,BT00002,16,
04.03.2021,1112,21021566,BT00003,24,
04.03.2021,1112,21021566,BT00003,36,
04.03.2021,1114,21021566,BT00003,60,
04.03.2021,1114,21021566,BT00003,48,
04.03.2021,1125,21021566,BT00003,312,
04.03.2021,1125,21021566,BT00003,456,
04.03.2021,1116,21021833,BT00007,16,
04.03.2021,1114,21022451,BT00001,-32,
04.03.2021,1114,21022451,BT00001,-4,
04.03.2021,1114,21022451,BT00001,-16,
04.03.2021,1114,21022451,BT00001,-16,
04.03.2021,1114,21022451,BT00001,-100,
04.03.2021,1114,21022451,BT00002,-32,
04.03.2021,1114,21022451,BT00002,-32,
04.03.2021,1112,21022760,BT00001,32,
04.03.2021,1112,21022760,BT00001,32,
04.03.2021,1120,21024344,BT00001,16,
04.03.2021,1120,21024344,BT00001,32,
04.03.2021,1114,21024456,BT00001,-112,
04.03.2021,1114,21024456,BT00001,-16,
04.03.2021,1114,21024456,BT00002,-32,
04.03.2021,1114,21024456,BT00002,-32,
04.03.2021,1114,21024456,BT00002,-128,
04.03.2021,1114,21024456,BT00002,-128,
04.03.2021,1114,21024456,BT00003,-192,
04.03.2021,1114,21024456,BT00005,-32,
04.03.2021,1114,21024456,BT00005,-32,
04.03.2021,1114,21024456,BT00003,300,
04.03.2021,1112,21024711,BT00001,32,
04.03.2021,1117,21024711,BT00002,16,
04.03.2021,1117,21024711,BT00002,16,
04.03.2021,1114,21025174,BT00001,304,
04.03.2021,1114,21025174,BT00001,32,
04.03.2021,1114,21025174,BT00002,32,
04.03.2021,1114,21025174,BT00002,64,
04.03.2021,1115,21025346,BT00002,8,
04.03.2021,1115,21025346,BT00002,8,
04.03.2021,1120,21025501,BT00001,1,
04.03.2021,1121,21025501,BT00001,72,
04.03.2021,1112,21025501,BT00002,2,
04.03.2021,1120,21025501,BT00002,6,
04.03.2021,1120,21025501,BT00002,1,
04.03.2021,1120,21025501,BT00002,1,
04.03.2021,1120,21025501,BT00002,8,
04.03.2021,1120,21025501,BT00002,52,
04.03.2021,1121,21025501,BT00002,1,
04.03.2021,1121,21025753,BT00001,8,
04.03.2021,1121,21025753,BT00001,5,
04.03.2021,1121,21025753,BT00001,12,
04.03.2021,1120,21025753,BT00002,6,
04.03.2021,1121,21025753,BT00002,11,
04.03.2021,1121,21025753,BT00002,48,
04.03.2021,1121,21025753,BT00002,24,
04.03.2021,1121,21025753,BT00002,16,
04.03.2021,1121,21025753,BT00007,128,
04.03.2021,1121,21025753,BT00007,64,
04.03.2021,1125,21026905,BT00006,13,
04.03.2021,1125,21026905,BT00006,12,
04.03.2021,1125,21026905,BT00006,6,
04.03.2021,1125,21026905,BT00006,4,
04.03.2021,1125,21026905,BT00006,27,
04.03.2021,1125,21026905,BT00006,2,
04.03.2021,1125,21026905,BT00006,13,
04.03.2021,1125,21026905,BT00006,15,
04.03.2021,1125,21026905,BT00006,22,
04.03.2021,1125,21026905,BT00006,4,
04.03.2021,1125,21026905,BT00006,14,
04.03.2021,1125,21026905,BT00006,4,
04.03.2021,1125,21026905,BT00006,4,
04.03.2021,1125,21026905,BT00006,2,
04.03.2021,1125,21026905,BT00006,18,
04.03.2021,1125,21026905,BT00006,3,
04.03.2021,1125,21026905,BT00006,2,
04.03.2021,1125,21026905,BT00006,51,
04.03.2021,1112,21027327,BT00002,32,
04.03.2021,1124,21027582,BT00001,16,
04.03.2021,1124,21027582,BT00001,16,
04.03.2021,1124,21027582,BT00001,16,
04.03.2021,1124,21027582,BT00002,32,
04.03.2021,1124,21027582,BT00002,32,
04.03.2021,1124,21027582,BT00002,16,
04.03.2021,1124,21027582,BT00007,32,
04.03.2021,1124,21027582,BT00007,96,
04.03.2021,1124,21027582,BT00007,96,
04.03.2021,1124,21027582,BT00007,77,
04.03.2021,1112,21027998,BT00003,240,
04.03.2021,1120,21027998,BT00003,120,
04.03.2021,1119,21029547,BT00001,64,
04.03.2021,1125,21029759,BT00002,32,
04.03.2021,1125,21029759,BT00002,4,
04.03.2021,1125,21029759,BT00002,2,
04.03.2021,1125,21029759,BT00002,1,
04.03.2021,1125,21029759,BT00002,2,
04.03.2021,1125,21029759,BT00002,2,
04.03.2021,1125,21029759,BT00003,9,
04.03.2021,1116,21036312,BT00001,64,
04.03.2021,1116,21036312,BT00001,16,
04.03.2021,1118,21036312,BT00001,32,
04.03.2021,1118,21036312,BT00001,48,
04.03.2021,1118,21036312,BT00003,48,
04.03.2021,1118,21036312,BT00003,48,
04.03.2021,1121,21041207,BT00001,144,
04.03.2021,1121,21041207,BT00001,176,
04.03.2021,1120,21042004,BT00007,7,
04.03.2021,1121,21042004,BT00007,7,
04.03.2021,1121,21042912,BT00002,32,
04.03.2021,1112,2400232,BT00001,-13,
04.03.2021,1112,2400232,BT00003,-40,
04.03.2021,1125,2400284,BT00001,-8,
04.03.2021,1123,2400284,BT00002,-32,
04.03.2021,1115,2400384,BT00001,-16,
04.03.2021,1115,2400384,BT00001,-24,
04.03.2021,1115,2400384,BT00001,-28,
04.03.2021,1115,2400384,BT00001,-100,
04.03.2021,1115,2400384,BT00001,-64,
04.03.2021,1115,2400384,BT00001,-16,
04.03.2021,1115,2400384,BT00001,-20,
04.03.2021,1115,2400384,BT00001,-16,
04.03.2021,1115,2400384,BT00001,-16,
04.03.2021,1115,2400426,BT00001,-16,
04.03.2021,1115,2400426,BT00001,-1,
04.03.2021,1115,2400426,BT00001,-4,
04.03.2021,1120,2400487,BT00001,688,
04.03.2021,1120,2400487,BT00001,-160,
04.03.2021,1120,2400487,BT00001,-16,
04.03.2021,1112,2400487,BT00002,-32,
04.03.2021,1112,2400487,BT00002,-96,
04.03.2021,1112,2400487,BT00002,-64,
04.03.2021,1112,2400487,BT00002,-64,
04.03.2021,1112,2400487,BT00002,-128,
04.03.2021,1120,2400487,BT00004,80,
04.03.2021,1120,2400487,BT00004,-32,
04.03.2021,1123,2400668,BT00001,-16,
04.03.2021,1112,2400668,BT00002,-32,
04.03.2021,1115,2401037,BT00001,-16,
04.03.2021,1115,2401037,BT00001,-112,
04.03.2021,1115,2401037,BT00001,-60,
04.03.2021,1115,2401037,BT00001,-76,
04.03.2021,1120,2401037,BT00001,-96,
04.03.2021,1120,2401037,BT00001,-144,
04.03.2021,1123,2401037,BT00002,-32,
04.03.2021,1115,2401037,BT00003,-28,
04.03.2021,1122,2401037,BT00007,-48,
04.03.2021,1112,2401749,BT00002,-16,
04.03.2021,1112,2401749,BT00002,-8,
04.03.2021,1112,2401749,BT00002,-8,
04.03.2021,1112,2401749,BT00002,-8,
04.03.2021,1112,2401749,BT00002,-32,
04.03.2021,1112,2401843,BT00001,-112,
04.03.2021,1112,2401843,BT00001,-80,
04.03.2021,1112,2401843,BT00001,-96,
04.03.2021,1112,2401843,BT00001,-32,
04.03.2021,1112,2401843,BT00001,-16,
04.03.2021,1112,2401843,BT00001,-13,
04.03.2021,1120,2407666,BT00001,304,
04.03.2021,1120,2407666,BT00001,-160,
04.03.2021,1120,2407666,BT00001,-64,
04.03.2021,1125,2407666,BT00001,-32,
04.03.2021,1125,2407666,BT00001,-32,
04.03.2021,1120,2407666,BT00003,36,
04.03.2021,1120,2407666,BT00003,-48,
04.03.2021,1116,2407666,BT00004,-96,
04.03.2021,1116,2407666,BT00004,-16,
04.03.2021,1111,2407923,BT00001,-1,
04.03.2021,1111,2420464,BT00001,3432,
04.03.2021,1111,2420473,BT00001,416,
04.03.2021,1111,2420473,BT00003,80,
04.03.2021,1111,2420473,BT00004,416,
04.03.2021,1111,2420473,BT00007,480,
04.03.2021,1111,2420475,BT00001,312,
04.03.2021,1111,2420475,BT00001,416,
04.03.2021,1111,2420475,BT00001,624,
04.03.2021,1111,2420475,BT00002,624,
04.03.2021,1111,2420475,BT00002,624,
04.03.2021,1111,2420475,BT00002,104,
04.03.2021,1111,2420475,BT00003,240,
04.03.2021,1111,2420475,BT00003,360,
04.03.2021,1111,2420475,BT00003,80,
04.03.2021,1111,2420475,BT00006,108,
04.03.2021,1111,2420475,BT00007,1600,
04.03.2021,1112,2420564,BT00001,572,
04.03.2021,1111,2420684,BT00001,-2080,
04.03.2021,1112,2420739,BT00001,-16,
04.03.2021,1111,2420757,BT00002,104,
04.03.2021,1111,2420757,BT00003,320,
04.03.2021,1111,2420757,BT00004,52,
04.03.2021,1111,2421437,BT00001,-52,
04.03.2021,1111,2421437,BT00002,-520,
04.03.2021,1111,2421437,BT00003,-40,
04.03.2021,1111,2421437,BT00007,-160,
04.03.2021,1111,2421614,BT00001,-260,
04.03.2021,1111,2421614,BT00002,-312,
04.03.2021,1111,2421614,BT00003,-80,
04.03.2021,1111,2421614,BT00006,-27,
04.03.2021,1111,2421614,BT00007,-160,
04.03.2021,1111,2421696,BT00001,-52,
04.03.2021,1111,2421696,BT00003,-40,
04.03.2021,1125,2421780,BT00004,-960,
04.03.2021,1125,2421780,BT00004,960,
04.03.2021,1111,2421815,BT00001,-520,
04.03.2021,1111,2421815,BT00007,-480,
04.03.2021,1111,2421823,BT00001,208,
04.03.2021,1111,2421823,BT00002,104,
04.03.2021,1111,2421823,BT00007,160,
04.03.2021,1118,2421896,BT00001,37,
04.03.2021,1118,2421896,BT00002,112,
04.03.2021,1118,2421896,BT00003,16,
04.03.2021,1111,2421963,BT00003,-600,
04.03.2021,1111,2422285,BT00002,-416,
04.03.2021,1111,2422787,BT00001,-520,
04.03.2021,1111,2423048,BT00001,-520,
04.03.2021,1111,2423048,BT00006,-405,
04.03.2021,1112,2423535,BT00001,884,
04.03.2021,1112,2423535,BT00001,-1872,
04.03.2021,1112,2423535,BT00002,1040,
04.03.2021,1112,2423535,BT00002,-832,
04.03.2021,1112,2423535,BT00003,1400,
04.03.2021,1112,2423535,BT00003,-760,
04.03.2021,1112,2423535,BT00006,-81,
04.03.2021,1112,2423535,BT00007,160,
04.03.2021,1119,2423592,BT00001,572,
04.03.2021,1119,2423592,BT00002,1352,
04.03.2021,1119,2423592,BT00003,160,
04.03.2021,1119,2423592,BT00005,-1040,
04.03.2021,1111,2423720,BT00001,-208,
04.03.2021,1111,2423720,BT00002,-312,
04.03.2021,1111,2423753,BT00002,-104,
04.03.2021,1111,2423753,BT00007,-160,
04.03.2021,1111,2427211,BT00001,1560,
04.03.2021,1124,2427211,BT00001,-272,
04.03.2021,1124,2427211,BT00003,-48,
04.03.2021,1111,2427211,BT00007,160,
04.03.2021,1111,2427791,BT00003,400,
04.03.2021,1111,2427791,BT00006,270,
04.03.2021,1111,2427791,BT00007,160,
04.03.2021,1115,2428311,BT00001,1664,
04.03.2021,1117,2428311,BT00001,-208,
04.03.2021,1115,2428311,BT00002,-104,
04.03.2021,1117,2428311,BT00002,-104,
04.03.2021,1115,2428311,BT00003,-320,
04.03.2021,1115,2428311,BT00004,-52,
04.03.2021,1117,2428311,BT00007,-160,
04.03.2021,1111,2428447,BT00002,-728,
04.03.2021,1111,2428447,BT00007,-960,
04.03.2021,1118,2430494,BT00001,364,
04.03.2021,1118,2430494,BT00001,52,
04.03.2021,1118,2430494,BT00001,52,
04.03.2021,1118,2430494,BT00001,52,
04.03.2021,1118,2430494,BT00001,52,
04.03.2021,1118,2430494,BT00001,52,
04.03.2021,1118,2430494,BT00001,-478,
04.03.2021,1118,2430494,BT00001,-624,
04.03.2021,1118,2430494,BT00002,208,
04.03.2021,1118,2430494,BT00002,-152,
04.03.2021,1118,2430494,BT00003,-320,
04.03.2021,1118,2430494,BT00003,-264,
04.03.2021,1118,2430494,BT00005,-32,
04.03.2021,1118,2430494,BT00006,-54,
04.03.2021,1118,2430494,BT00007,-48,
04.03.2021,1111,2430538,BT00001,-312,
04.03.2021,1111,2430538,BT00006,-27,
04.03.2021,1111,2430538,BT00007,-160,
04.03.2021,1111,2431009,BT00001,520,
04.03.2021,1111,2431009,BT00002,1144,
04.03.2021,1111,2431009,BT00003,160,
04.03.2021,1111,2431009,BT00007,1440,
04.03.2021,1114,2431233,BT00001,128,
04.03.2021,1114,2431233,BT00001,-132,
04.03.2021,1114,2431658,BT00001,104,
04.03.2021,1111,2432235,BT00005,-520,
04.03.2021,1111,2432538,BT00001,416,
04.03.2021,1111,2432538,BT00002,624,
04.03.2021,1111,2432538,BT00003,160,
04.03.2021,1111,2432538,BT00004,104,
04.03.2021,1111,2432538,BT00005,416,
04.03.2021,1111,2432538,BT00007,640,
04.03.2021,1111,2432596,BT00001,-312,
04.03.2021,1111,2432596,BT00002,-312,
04.03.2021,1111,2432596,BT00003,-120,
04.03.2021,1111,2432778,BT00003,-2640,
04.03.2021,1111,2433281,BT00001,-208,
04.03.2021,1111,2433281,BT00002,-312,
04.03.2021,1111,2433281,BT00007,-160,
04.03.2021,1111,2433616,BT00001,-728,
04.03.2021,1121,2434087,BT00001,-896,
04.03.2021,1121,2434087,BT00004,-128,
04.03.2021,1120,2435213,BT00001,1612,
04.03.2021,1120,2435213,BT00001,-2132,
04.03.2021,1120,2435213,BT00002,-208,
04.03.2021,1120,2435213,BT00003,280,
04.03.2021,1120,2435213,BT00003,-320,
04.03.2021,1120,2435213,BT00006,-108,
05.03.2021,1116,247900,BT00001,16,
05.03.2021,1116,247900,BT00001,-8,
05.03.2021,1114,247900,BT00002,16,
05.03.2021,1112,247900,BT00007,32,
05.03.2021,1121,289500,BT00001,80,
05.03.2021,1117,339800,BT00002,1,
05.03.2021,1117,339800,BT00002,24,
05.03.2021,1114,597200,BT00002,48,
05.03.2021,1115,597200,BT00003,12,
05.03.2021,1115,597200,BT00003,8,
05.03.2021,1115,621100,BT00003,24,
05.03.2021,1115,621100,BT00003,12,
05.03.2021,1115,621100,BT00003,12,
05.03.2021,1115,621100,BT00003,12,
05.03.2021,1116,621100,BT00003,12,
05.03.2021,1116,621100,BT00003,12,
05.03.2021,1116,621100,BT00003,12,
05.03.2021,1112,1085200,BT00001,48,
05.03.2021,1121,1085200,BT00001,12,
05.03.2021,1121,1085200,BT00002,24,
